LPS,GNFR,E_PRTR_ID,Longitude,Latitude,NOx/NO2 (kt),Non-methane volatile organic compounds (NMVOC) (kt),SOx/SO2 (kt),NH3 (kt),PM2.5 (kt),PM10 (kt),CO (kt),Pb (t),Cd (t),Hg (t),PCDD/ PCDF (dioxins/ furans)(g I-Teq),PAHs (t),HCB (kg),PCBs (kg)
Siedlungsabfalldeponie Cantdorf,Waste and waste water management,12-40710004028,14.3559608417373,51.5902073817959,312.6870000000002,41.00199999999999,227.55499999999998,17.19050000000001,,10.510399999999999,819.391,34.811,1.0872000000000002,6.850899999999998,,0.8247,32.0,
